Type,School Year,County,District,School,Agency Name,Average Teacher Salary,Average Years of Teaching Experience,Masters Count,Percentage of Teachers with Master’s Degrees,Teacher FTE,AM_5,AS_5,BL_5,HI_5,WH_5,AM_7,AS_7,BL_7,HI_7,PI_7,WH_7,MU_7,DataAsOf 
SC,20112012,77,0027,016,WALNUT CREEK ELEMENTARY,48118,13.25,17,0.5313,29.68,,,,,,0.00,0.00,0.00,0.00,0.00,29.68,0.00,11/26/2012
SC,20122013,77,0027,016,WALNUT CREEK ELEMENTARY,46727,11.31,20,0.5556,30.65,,,,,,0.00,0.00,0.00,0.00,0.00,30.65,0.00,07/05/2013
SC,20132014,77,0027,016,WALNUT CREEK ELEMENTARY,46100,10.77,14,0.4000,33.35,,,,,,0.00,0.00,0.00,0.00,0.00,33.35,0.00,07/07/2014
SC,20142015,77,0027,016,WALNUT CREEK ELEMENTARY,46974,10.29,13,0.3824,30.95,,,,,,0.00,0.00,0.00,0.00,0.00,30.95,0.00,08/19/2015
SC,20152016,77,0027,016,WALNUT CREEK ELEMENTARY,51831,12.11,14,0.5185,24.85,,,,,,0.00,0.00,0.00,0.00,0.00,24.85,0.00,11/16/2016
SC,20112012,77,0027,018,PAPILLION-LA VISTA SOUTH H S,49363,13.51,77,0.6525,104.57,,,,,,0.00,0.00,1.00,2.00,0.00,101.57,0.00,11/26/2012
SC,20122013,77,0027,018,PAPILLION-LA VISTA SOUTH H S,48828,13.03,80,0.6723,107.11,,,,,,0.00,0.00,1.00,2.00,0.00,104.11,0.00,07/05/2013
SC,20132014,77,0027,018,PAPILLION-LA VISTA SOUTH H S,50780,13.38,86,0.6935,110.56,,,,,,0.00,0.00,1.00,1.00,0.00,108.56,0.00,07/07/2014
SC,20142015,77,0027,018,PAPILLION-LA VISTA SOUTH H S,52223,12.98,86,0.6880,111.66,,,,,,0.00,0.00,1.00,1.00,0.00,109.66,0.00,08/19/2015
SC,20152016,77,0027,018,PAPILLION-LA VISTA SOUTH HS,54778,13.54,85,0.6967,112.75,,,,,,0.00,0.00,1.00,1.00,0.00,110.75,0.00,11/16/2016
SC,20112012,77,0027,019,PATRIOT ELEMENTARY,45175,10.75,16,0.4444,32.10,,,,,,0.00,0.00,0.00,0.00,0.00,32.10,0.00,11/26/2012
SC,20122013,77,0027,019,PATRIOT ELEMENTARY,45881,11.17,23,0.6389,30.97,,,,,,0.00,0.00,0.00,0.00,0.00,30.97,0.00,07/05/2013
SC,20132014,77,0027,019,PATRIOT ELEMENTARY,47672,11.06,23,0.6765,31.85,,,,,,0.00,0.00,0.00,0.00,0.00,31.85,0.00,07/07/2014
SC,20142015,77,0027,019,PATRIOT ELEMENTARY,50286,11.21,27,0.7105,33.85,,,,,,0.00,0.00,0.00,0.00,0.00,32.85,1.00,08/19/2015
SC,20152016,77,0027,019,PATRIOT ELEMENTARY,52330,10.95,26,0.7027,34.15,,,,,,0.00,0.00,0.00,0.00,0.00,33.15,1.00,11/16/2016
SC,20112012,77,0027,020,BELL ELEMENTARY,44039,8.30,12,0.4444,24.08,,,,,,0.00,0.00,0.10,0.00,0.00,23.98,0.00,11/26/2012
SC,20122013,77,0027,020,BELL ELEMENTARY,43689,8.61,14,0.4516,27.01,,,,,,0.00,0.00,0.10,0.00,0.00,26.91,0.00,07/05/2013
SC,20132014,77,0027,020,BELL ELEMENTARY,46115,9.03,15,0.4688,30.35,,,,,,0.00,0.00,0.00,0.00,0.00,30.35,0.00,07/07/2014
SC,20142015,77,0027,020,BELL ELEMENTARY,47677,9.31,21,0.5385,33.55,,,,,,0.00,0.00,0.00,1.00,0.00,32.55,0.00,08/19/2015
SC,20152016,77,0027,020,BELL ELEMENTARY,49762,9.87,20,0.5263,34.65,,,,,,0.00,0.00,0.00,0.00,0.00,34.65,0.00,11/16/2016
SC,20152016,77,0027,021,PRAIRIE QUEEN ELEMENTARY,48906,8.84,10,0.5263,17.05,,,,,,0.00,0.00,0.00,0.00,0.00,17.05,0.00,11/16/2016
SC,20122013,77,0027,030,PAPILLION-LAVISTA EARLY CHILDHOOD CENTER (PLECC),42719,7.75,2,0.5000,3.35,,,,,,0.00,0.00,1.00,0.00,0.00,2.35,0.00,07/05/2013
SC,20132014,77,0027,030,PAPILLION-LA VISTA EARLY CHILDHOOD CENTER (PLECC),38415,8.00,3,0.5000,5.50,,,,,,0.00,0.00,0.00,0.00,0.00,5.50,0.00,07/07/2014
SC,20142015,77,0027,030,PAPILLION-LA VISTA EARLY CHILDHOOD CENTER (PLECC),49049,5.75,2,0.5000,3.50,,,,,,0.00,0.00,0.00,0.00,0.00,3.50,0.00,08/19/2015
SC,20152016,77,0027,030,PAPILLION-LA VISTA EARLY CHILDHOOD CENTER (PLECC),51041,6.50,3,0.5000,5.50,,,,,,0.00,0.00,0.00,0.00,0.00,5.50,0.00,11/16/2016
DI,20112012,77,0037,000,GRETNA PUBLIC SCHOOLS,48143,12.83,129,0.6028,210.94,,,,,,0.00,1.00,0.00,2.00,0.00,207.94,0.00,11/26/2012
DI,20122013,77,0037,000,GRETNA PUBLIC SCHOOLS,49574,13.38,151,0.6802,216.70,,,,,,0.00,0.00,0.00,2.00,0.00,214.70,0.00,07/05/2013
DI,20132014,77,0037,000,GRETNA PUBLIC SCHOOLS,50065,13.05,156,0.6667,230.62,,,,,,0.00,0.00,0.00,3.00,0.00,226.62,1.00,07/07/2014
DI,20142015,77,0037,000,GRETNA PUBLIC SCHOOLS,50834,12.89,170,0.6883,244.05,,,,,,0.00,0.00,0.00,3.00,0.00,240.05,1.00,08/19/2015
DI,20152016,77,0037,000,GRETNA PUBLIC SCHOOLS,52102,13.09,184,0.6917,263.80,,,,,,0.00,0.00,1.00,3.00,0.00,259.80,0.00,11/16/2016
SC,20112012,77,0037,001,GRETNA HIGH SCHOOL,50383,15.63,34,0.6538,50.06,,,,,,0.00,1.00,0.00,1.00,0.00,48.06,0.00,11/26/2012
SC,20122013,77,0037,001,GRETNA HIGH SCHOOL,51595,15.76,42,0.7778,52.14,,,,,,0.00,0.00,0.00,1.00,0.00,51.14,0.00,07/05/2013
SC,20132014,77,0037,001,GRETNA HIGH SCHOOL,51728,15.11,42,0.7500,55.02,,,,,,0.00,0.00,0.00,2.00,0.00,52.52,0.50,07/07/2014
SC,20142015,77,0037,001,GRETNA HIGH SCHOOL,52372,14.81,46,0.7419,61.25,,,,,,0.00,0.00,0.00,2.00,0.00,58.75,0.50,08/19/2015
SC,20152016,77,0037,001,GRETNA HIGH SCHOOL,52727,13.94,48,0.6957,67.99,,,,,,0.00,0.00,0.50,2.00,0.00,65.49,0.00,11/16/2016
SC,20112012,77,0037,002,GRETNA ELEMENTARY SCHOOL,45494,9.16,21,0.5676,36.00,,,,,,0.00,0.00,0.00,1.00,0.00,35.00,0.00,11/26/2012
SC,20122013,77,0037,002,GRETNA ELEMENTARY SCHOOL,46836,9.69,17,0.5862,28.00,,,,,,0.00,0.00,0.00,1.00,0.00,27.00,0.00,07/05/2013
SC,20132014,77,0037,002,GRETNA ELEMENTARY SCHOOL,48467,10.59,17,0.5862,28.00,,,,,,0.00,0.00,0.00,1.00,0.00,27.00,0.00,07/07/2014
SC,20142015,77,0037,002,GRETNA ELEMENTARY SCHOOL,49818,10.04,19,0.7037,26.00,,,,,,0.00,0.00,0.00,1.00,0.00,25.00,0.00,08/19/2015
SC,20152016,77,0037,002,GRETNA ELEMENTARY SCHOOL,53294,11.90,25,0.8621,27.50,,,,,,0.00,0.00,0.00,1.00,0.00,26.50,0.00,11/16/2016
SC,20112012,77,0037,003,GRETNA MIDDLE SCHOOL,50865,14.36,32,0.6809,45.88,,,,,,0.00,0.00,0.00,0.00,0.00,45.88,0.00,11/26/2012
SC,20122013,77,0037,003,GRETNA MIDDLE SCHOOL,53118,14.76,33,0.6735,47.56,,,,,,0.00,0.00,0.00,0.00,0.00,47.56,0.00,07/05/2013
SC,20132014,77,0037,003,GRETNA MIDDLE SCHOOL,51654,14.22,35,0.6364,53.10,,,,,,0.00,0.00,0.00,0.00,0.00,52.60,0.50,07/07/2014
SC,20142015,77,0037,003,GRETNA MIDDLE SCHOOL,51905,14.34,37,0.6379,57.30,,,,,,0.00,0.00,0.00,0.00,0.00,56.80,0.50,08/19/2015
SC,20152016,77,0037,003,GRETNA MIDDLE SCHOOL,53216,14.44,41,0.6508,61.31,,,,,,0.00,0.00,0.50,0.00,0.00,60.81,0.00,11/16/2016
SC,20112012,77,0037,004,SQUIRE JOHN THOMAS ELEMENTARY,46974,13.49,21,0.5676,37.00,,,,,,0.00,0.00,0.00,0.00,0.00,37.00,0.00,11/26/2012
SC,20122013,77,0037,004,SQUIRE JOHN THOMAS ELEMENTARY,48492,14.97,19,0.6129,30.00,,,,,,0.00,0.00,0.00,0.00,0.00,30.00,0.00,07/05/2013
SC,20132014,77,0037,004,SQUIRE JOHN THOMAS ELEMENTARY,49247,12.65,20,0.6452,30.00,,,,,,0.00,0.00,0.00,0.00,0.00,30.00,0.00,07/07/2014
SC,20142015,77,0037,004,SQUIRE JOHN THOMAS ELEMENTARY,49309,12.36,22,0.6667,32.50,,,,,,0.00,0.00,0.00,0.00,0.00,32.50,0.00,08/19/2015
SC,20152016,77,0037,004,SQUIRE JOHN THOMAS ELEMENTARY,50223,12.46,22,0.6286,34.00,,,,,,0.00,0.00,0.00,0.00,0.00,34.00,0.00,11/16/2016
SC,20112012,77,0037,005,PALISADE'S ELEMENTARY SCHOOL,45826,10.24,22,0.5238,42.00,,,,,,0.00,0.00,0.00,0.00,0.00,42.00,0.00,11/26/2012
SC,20122013,77,0037,005,PALISADE'S ELEMENTARY SCHOOL,48553,11.48,23,0.6970,32.50,,,,,,0.00,0.00,0.00,0.00,0.00,32.50,0.00,07/05/2013
SC,20132014,77,0037,005,PALISADE'S ELEMENTARY SCHOOL,49543,11.69,26,0.7222,35.50,,,,,,0.00,0.00,0.00,0.00,0.00,35.50,0.00,07/07/2014
SC,20142015,77,0037,005,PALISADE'S ELEMENTARY SCHOOL,49868,11.14,26,0.7027,36.50,,,,,,0.00,0.00,0.00,0.00,0.00,36.50,0.00,08/19/2015
SC,20152016,77,0037,005,PALISADE'S ELEMENTARY SCHOOL,50715,11.93,27,0.6750,39.00,,,,,,0.00,0.00,0.00,0.00,0.00,39.00,0.00,11/16/2016
SC,20122013,77,0037,006,WHITETAIL CREEK ELEMENTARY,46422,10.37,18,0.6667,26.50,,,,,,0.00,0.00,0.00,0.00,0.00,26.50,0.00,07/05/2013
SC,20132014,77,0037,006,WHITETAIL CREEK ELEMENTARY,46483,10.86,17,0.5862,29.00,,,,,,0.00,0.00,0.00,0.00,0.00,29.00,0.00,07/07/2014
SC,20142015,77,0037,006,WHITETAIL CREEK ELEMENTARY,48931,11.10,20,0.6452,30.50,,,,,,0.00,0.00,0.00,0.00,0.00,30.50,0.00,08/19/2015
SC,20152016,77,0037,006,WHITETAIL CREEK ELEMENTARY,50919,11.40,24,0.6857,34.00,,,,,,0.00,0.00,0.00,0.00,0.00,34.00,0.00,11/16/2016
DI,20112012,77,0046,000,SOUTH SARPY DIST 46,46282,12.94,50,0.6098,80.51,,,,,,0.00,0.00,0.00,0.00,0.00,80.51,0.00,11/26/2012
DI,20122013,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,46976,12.99,50,0.6024,80.68,,,,,,0.00,0.00,0.00,0.00,0.00,80.68,0.00,07/05/2013
DI,20132014,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,48151,12.84,45,0.5488,79.68,,,,,,0.00,0.00,0.00,0.00,0.00,79.68,0.00,07/07/2014
DI,20142015,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,48795,13.26,43,0.5244,80.56,,,,,,0.00,0.00,0.00,0.00,0.00,80.56,0.00,08/19/2015
DI,20152016,77,0046,000,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,50556,13.92,54,0.6207,84.56,,,,,,0.00,0.00,0.00,0.00,0.00,84.56,0.00,11/16/2016
SC,20112012,77,0046,001,PLATTEVIEW SENIOR HIGH SCHOOL,47418,14.19,20,0.6250,26.91,,,,,,0.00,0.00,0.00,0.00,0.00,26.91,0.00,11/26/2012
SC,20122013,77,0046,001,PLATTEVIEW SENIOR HIGH SCHOOL,47199,12.35,18,0.5294,27.90,,,,,,0.00,0.00,0.00,0.00,0.00,27.90,0.00,07/05/2013
SC,20132014,77,0046,001,PLATTEVIEW SENIOR HIGH SCHOOL,47837,12.03,16,0.4706,27.53,,,,,,0.00,0.00,0.00,0.00,0.00,27.53,0.00,07/07/2014
SC,20142015,77,0046,001,PLATTEVIEW SENIOR HIGH SCHOOL,47912,12.76,14,0.4242,27.41,,,,,,0.00,0.00,0.00,0.00,0.00,27.41,0.00,08/19/2015
SC,20152016,77,0046,001,PLATTEVIEW SENIOR HIGH SCHOOL,48783,13.12,14,0.4242,27.41,,,,,,0.00,0.00,0.00,0.00,0.00,27.41,0.00,11/16/2016
SC,20112012,77,0046,002,SPRINGFIELD ELEMENTARY SCHOOL,43518,10.88,13,0.5417,21.20,,,,,,0.00,0.00,0.00,0.00,0.00,21.20,0.00,11/26/2012
SC,20122013,77,0046,002,SPRINGFIELD ELEMENTARY SCHOOL,46616,12.55,12,0.5455,20.19,,,,,,0.00,0.00,0.00,0.00,0.00,20.19,0.00,07/05/2013
SC,20132014,77,0046,002,SPRINGFIELD ELEMENTARY SCHOOL,47744,12.83,12,0.5000,21.44,,,,,,0.00,0.00,0.00,0.00,0.00,21.44,0.00,07/07/2014
SC,20142015,77,0046,002,SPRINGFIELD ELEMENTARY SCHOOL,48730,13.08,12,0.4800,22.44,,,,,,0.00,0.00,0.00,0.00,0.00,22.44,0.00,08/19/2015
SC,20152016,77,0046,002,SPRINGFIELD ELEMENTARY SCHOOL,51721,13.89,20,0.7143,24.44,,,,,,0.00,0.00,0.00,0.00,0.00,24.44,0.00,11/16/2016
SC,20112012,77,0046,004,WESTMONT ELEMENTARY SCHOOL,48462,14.36,15,0.6818,19.69,,,,,,0.00,0.00,0.00,0.00,0.00,19.69,0.00,11/26/2012
SC,20122013,77,0046,004,WESTMONT ELEMENTARY SCHOOL,47421,14.86,16,0.7273,19.69,,,,,,0.00,0.00,0.00,0.00,0.00,19.69,0.00,07/05/2013
SC,20132014,77,0046,004,WESTMONT ELEMENTARY SCHOOL,50071,14.70,14,0.7000,18.00,,,,,,0.00,0.00,0.00,0.00,0.00,18.00,0.00,07/07/2014
SC,20142015,77,0046,004,WESTMONT ELEMENTARY SCHOOL,50872,14.65,14,0.7000,18.00,,,,,,0.00,0.00,0.00,0.00,0.00,18.00,0.00,08/19/2015
SC,20152016,77,0046,004,WESTMONT ELEMENTARY SCHOOL,52442,15.36,17,0.7727,20.00,,,,,,0.00,0.00,0.00,0.00,0.00,20.00,0.00,11/16/2016
SC,20112012,77,0046,005,PLATTEVIEW CENTRAL JR HI SCH,46572,14.26,13,0.5652,12.71,,,,,,0.00,0.00,0.00,0.00,0.00,12.71,0.00,11/26/2012
SC,20122013,77,0046,005,PLATTEVIEW CENTRAL JR HIGH SCHOOL,46731,13.29,13,0.5417,12.90,,,,,,0.00,0.00,0.00,0.00,0.00,12.90,0.00,07/05/2013
SC,20132014,77,0046,005,PLATTEVIEW CENTRAL JR HIGH SCHOOL,47659,12.92,12,0.5000,12.71,,,,,,0.00,0.00,0.00,0.00,0.00,12.71,0.00,07/07/2014
SC,20142015,77,0046,005,PLATTEVIEW CENTRAL JR HIGH SCHOOL,48829,13.79,12,0.5000,12.71,,,,,,0.00,0.00,0.00,0.00,0.00,12.71,0.00,08/19/2015
SC,20152016,77,0046,005,PLATTEVIEW CENTRAL JR HIGH SCHOOL,50234,14.54,13,0.5417,12.71,,,,,,0.00,0.00,0.00,0.00,0.00,12.71,0.00,11/16/2016
DI,20112012,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,47783,15.19,30,0.4762,58.09,,,,,,0.00,0.00,0.00,0.00,0.00,58.09,0.00,11/26/2012
DI,20122013,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,48753,14.58,27,0.4355,58.57,,,,,,0.00,0.00,0.00,0.00,0.00,58.57,0.00,07/05/2013
DI,20132014,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,50814,15.43,28,0.4590,57.47,,,,,,0.00,0.00,0.00,0.00,0.00,57.47,0.00,07/07/2014
DI,20142015,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,51099,15.28,29,0.4754,58.95,,,,,,0.00,0.00,0.00,0.00,0.00,58.95,0.00,08/19/2015
DI,20152016,78,0001,000,ASHLAND-GREENWOOD PUBLIC SCHS,52775,15.60,32,0.5161,59.95,,,,,,0.00,0.00,0.00,0.00,0.00,59.95,0.00,11/16/2016
SC,20112012,78,0001,001,ASHLAND-GREENWOOD HIGH SCHOOL,48336,14.91,13,0.5909,16.91,,,,,,0.00,0.00,0.00,0.00,0.00,16.91,0.00,11/26/2012
SC,20122013,78,0001,001,ASHLAND-GREENWOOD HIGH SCHOOL,48147,12.50,11,0.5000,16.62,,,,,,0.00,0.00,0.00,0.00,0.00,16.62,0.00,07/05/2013
SC,20132014,78,0001,001,ASHLAND-GREENWOOD HIGH SCHOOL,50132,13.50,11,0.5000,16.62,,,,,,0.00,0.00,0.00,0.00,0.00,16.62,0.00,07/07/2014
SC,20142015,78,0001,001,ASHLAND-GREENWOOD HIGH SCHOOL,53267,15.05,12,0.5714,16.52,,,,,,0.00,0.00,0.00,0.00,0.00,16.52,0.00,08/19/2015
SC,20152016,78,0001,001,ASHLAND-GREENWOOD HIGH SCHOOL,52808,14.74,14,0.6087,17.06,,,,,,0.00,0.00,0.00,0.00,0.00,17.06,0.00,11/16/2016
SC,20112012,78,0001,002,ASHLAND-GREENWOOD ELEM SCHOOL,46640,14.94,12,0.3529,29.89,,,,,,0.00,0.00,0.00,0.00,0.00,29.89,0.00,11/26/2012
SC,20122013,78,0001,002,ASHLAND-GREENWOOD ELEM SCHOOL,48101,15.18,11,0.3333,29.15,,,,,,0.00,0.00,0.00,0.00,0.00,29.15,0.00,07/05/2013
SC,20132014,78,0001,002,ASHLAND-GREENWOOD ELEM SCHOOL,50217,16.15,12,0.3636,28.41,,,,,,0.00,0.00,0.00,0.00,0.00,28.41,0.00,07/07/2014
SC,20142015,78,0001,002,ASHLAND-GREENWOOD ELEM SCHOOL,50102,15.09,12,0.3636,29.89,,,,,,0.00,0.00,0.00,0.00,0.00,29.89,0.00,08/19/2015
SC,20152016,78,0001,002,ASHLAND-GREENWOOD ELEM SCHOOL,50873,15.33,12,0.3636,29.89,,,,,,0.00,0.00,0.00,0.00,0.00,29.89,0.00,11/16/2016
SC,20112012,78,0001,003,ASHLAND-GREENWOOD MIDDLE SCH,47274,12.80,10,0.5000,11.29,,,,,,0.00,0.00,0.00,0.00,0.00,11.29,0.00,11/26/2012
SC,20122013,78,0001,003,ASHLAND-GREENWOOD MIDDLE SCH,46871,12.00,11,0.4783,12.80,,,,,,0.00,0.00,0.00,0.00,0.00,12.80,0.00,07/05/2013
SC,20132014,78,0001,003,ASHLAND-GREENWOOD MIDDLE SCH,48797,12.67,11,0.5238,12.44,,,,,,0.00,0.00,0.00,0.00,0.00,12.44,0.00,07/07/2014
SC,20142015,78,0001,003,ASHLAND-GREENWOOD MIDDLE SCH,49134,13.57,11,0.5238,12.54,,,,,,0.00,0.00,0.00,0.00,0.00,12.54,0.00,08/19/2015
SC,20152016,78,0001,003,ASHLAND-GREENWOOD MIDDLE SCH,53173,14.05,14,0.6364,13.00,,,,,,0.00,0.00,0.00,0.00,0.00,13.00,0.00,11/16/2016
DI,20112012,78,0009,000,YUTAN PUBLIC SCHOOLS,46561,13.68,14,0.3415,38.08,,,,,,0.00,0.00,0.00,0.00,0.00,38.08,0.00,11/26/2012
DI,20122013,78,0009,000,YUTAN PUBLIC SCHOOLS,47702,13.87,15,0.3947,37.18,,,,,,0.00,0.00,0.00,0.00,0.00,37.18,0.00,07/05/2013
DI,20132014,78,0009,000,YUTAN PUBLIC SCHOOLS,45836,12.87,13,0.3333,37.80,,,,,,0.00,0.00,0.00,0.00,0.00,37.80,0.00,07/07/2014
DI,20142015,78,0009,000,YUTAN PUBLIC SCHOOLS,47324,13.46,12,0.3077,38.30,,,,,,0.00,0.00,0.00,0.00,0.00,38.30,0.00,08/19/2015
DI,20152016,78,0009,000,YUTAN PUBLIC SCHOOLS,48012,13.53,12,0.3000,39.30,,,,,,0.00,0.00,0.00,1.00,0.00,38.30,0.00,11/16/2016
SC,20112012,78,0009,001,YUTAN HIGH SCHOOL,42513,10.05,6,0.2727,19.38,,,,,,0.00,0.00,0.00,0.00,0.00,19.38,0.00,11/26/2012
SC,20122013,78,0009,001,YUTAN HIGH SCHOOL,45339,11.00,9,0.4286,18.73,,,,,,0.00,0.00,0.00,0.00,0.00,18.73,0.00,07/05/2013
SC,20132014,78,0009,001,YUTAN HIGH SCHOOL,45559,11.33,8,0.3810,18.85,,,,,,0.00,0.00,0.00,0.00,0.00,18.85,0.00,07/07/2014
SC,20142015,78,0009,001,YUTAN HIGH SCHOOL,46294,11.57,7,0.3333,19.35,,,,,,0.00,0.00,0.00,0.00,0.00,19.35,0.00,08/19/2015
SC,20152016,78,0009,001,YUTAN HIGH SCHOOL,46062,11.19,7,0.3333,19.35,,,,,,0.00,0.00,0.00,0.00,0.00,19.35,0.00,11/16/2016
SC,20112012,78,0009,002,YUTAN ELEMENTARY SCHOOL,49779,17.00,8,0.3810,18.70,,,,,,0.00,0.00,0.00,0.00,0.00,18.70,0.00,11/26/2012
SC,20122013,78,0009,002,YUTAN ELEMENTARY SCHOOL,49586,16.00,8,0.3810,18.45,,,,,,0.00,0.00,0.00,0.00,0.00,18.45,0.00,07/05/2013
SC,20132014,78,0009,002,YUTAN ELEMENTARY SCHOOL,46485,14.00,7,0.3182,18.95,,,,,,0.00,0.00,0.00,0.00,0.00,18.95,0.00,07/07/2014
SC,20142015,78,0009,002,YUTAN ELEMENTARY SCHOOL,49042,15.57,7,0.3333,18.95,,,,,,0.00,0.00,0.00,0.00,0.00,18.95,0.00,08/19/2015
SC,20152016,78,0009,002,YUTAN ELEMENTARY SCHOOL,49708,15.45,7,0.3182,19.95,,,,,,0.00,0.00,0.00,1.00,0.00,18.95,0.00,11/16/2016
DI,20112012,78,0039,000,WAHOO PUBLIC SCHOOLS,45755,13.91,40,0.5405,71.05,,,,,,0.00,0.00,0.00,0.00,0.00,71.05,0.00,11/26/2012
DI,20122013,78,0039,000,WAHOO PUBLIC SCHOOLS,47417,14.75,40,0.5333,70.35,,,,,,0.00,0.00,0.00,0.00,0.00,70.35,0.00,07/05/2013
DI,20132014,78,0039,000,WAHOO PUBLIC SCHOOLS,46738,14.22,38,0.5135,70.79,,,,,,0.00,0.00,0.00,0.50,0.00,70.29,0.00,07/07/2014
DI,20142015,78,0039,000,WAHOO PUBLIC SCHOOLS,47749,14.08,40,0.5405,71.25,,,,,,0.00,0.00,0.00,0.50,0.00,70.75,0.00,08/19/2015
DI,20152016,78,0039,000,WAHOO PUBLIC SCHOOLS,48276,13.92,42,0.5526,73.25,,,,,,0.00,0.00,0.00,1.00,0.00,72.25,0.00,11/16/2016
SC,20112012,78,0039,001,WAHOO HIGH SCHOOL,44248,12.36,12,0.4286,22.81,,,,,,0.00,0.00,0.00,0.00,0.00,22.81,0.00,11/26/2012
SC,20122013,78,0039,001,WAHOO HIGH SCHOOL,46390,13.03,12,0.4138,23.21,,,,,,0.00,0.00,0.00,0.00,0.00,23.21,0.00,07/05/2013
SC,20132014,78,0039,001,WAHOO HIGH SCHOOL,46064,13.03,13,0.4483,23.06,,,,,,0.00,0.00,0.00,0.20,0.00,22.86,0.00,07/07/2014
SC,20142015,78,0039,001,WAHOO HIGH SCHOOL,47260,12.89,13,0.4643,23.06,,,,,,0.00,0.00,0.00,0.20,0.00,22.86,0.00,08/19/2015
SC,20152016,78,0039,001,WAHOO HIGH SCHOOL,46763,11.61,14,0.5000,22.96,,,,,,0.00,0.00,0.00,1.00,0.00,21.96,0.00,11/16/2016
SC,20112012,78,0039,002,WAHOO MIDDLE SCHOOL,47684,14.26,12,0.6316,13.04,,,,,,0.00,0.00,0.00,0.00,0.00,13.04,0.00,11/26/2012
SC,20122013,78,0039,002,WAHOO MIDDLE SCHOOL,48906,14.65,12,0.6000,12.25,,,,,,0.00,0.00,0.00,0.00,0.00,12.25,0.00,07/05/2013
SC,20132014,78,0039,002,WAHOO MIDDLE SCHOOL,46527,13.74,10,0.5263,12.84,,,,,,0.00,0.00,0.00,0.20,0.00,12.64,0.00,07/07/2014
SC,20142015,78,0039,002,WAHOO MIDDLE SCHOOL,45788,12.68,9,0.4737,12.89,,,,,,0.00,0.00,0.00,0.20,0.00,12.69,0.00,08/19/2015
SC,20152016,78,0039,002,WAHOO MIDDLE SCHOOL,46107,12.67,10,0.4762,14.84,,,,,,0.00,0.00,0.00,0.00,0.00,14.84,0.00,11/16/2016
SC,20112012,78,0039,003,WAHOO ELEMENTARY SCHOOL,44941,13.52,17,0.5152,32.20,,,,,,0.00,0.00,0.00,0.00,0.00,32.20,0.00,11/26/2012
SC,20122013,78,0039,003,WAHOO ELEMENTARY SCHOOL,46715,14.55,17,0.5152,31.89,,,,,,0.00,0.00,0.00,0.00,0.00,31.89,0.00,07/05/2013
SC,20132014,78,0039,003,WAHOO ELEMENTARY SCHOOL,46352,14.03,16,0.4848,31.89,,,,,,0.00,0.00,0.00,0.10,0.00,31.79,0.00,07/07/2014
SC,20142015,78,0039,003,WAHOO ELEMENTARY SCHOOL,47470,13.83,19,0.5278,32.50,,,,,,0.00,0.00,0.00,0.10,0.00,32.40,0.00,08/19/2015
SC,20152016,78,0039,003,WAHOO ELEMENTARY SCHOOL,48586,14.64,21,0.5833,32.65,,,,,,0.00,0.00,0.00,0.00,0.00,32.65,0.00,11/16/2016
SC,20112012,78,0039,004,WAHOO PRE-SCHOOL,45602,11.00,1,0.3333,3.00,,,,,,0.00,0.00,0.00,0.00,0.00,3.00,0.00,11/26/2012
SC,20122013,78,0039,004,WAHOO PRE-SCHOOL,47430,12.00,1,0.3333,3.00,,,,,,0.00,0.00,0.00,0.00,0.00,3.00,0.00,07/05/2013
SC,20132014,78,0039,004,WAHOO PRE-SCHOOL,46544,10.33,1,0.3333,3.00,,,,,,0.00,0.00,0.00,0.00,0.00,3.00,0.00,07/07/2014
SC,20142015,78,0039,004,WAHOO PRE-SCHOOL,56994,11.33,2,0.6667,2.80,,,,,,0.00,0.00,0.00,0.00,0.00,2.80,0.00,08/19/2015
SC,20152016,78,0039,004,WAHOO PRE-SCHOOL,51448,12.33,2,0.6667,2.80,,,,,,0.00,0.00,0.00,0.00,0.00,2.80,0.00,11/16/2016
DI,20112012,78,0072,000,MEAD PUBLIC SCHOOLS,42997,15.71,12,0.5000,22.73,,,,,,0.00,0.00,0.00,0.00,0.00,22.73,0.00,11/26/2012
DI,20122013,78,0072,000,MEAD PUBLIC SCHOOLS,45482,16.67,12,0.5000,23.00,,,,,,0.00,0.00,0.00,0.00,0.00,23.00,0.00,07/05/2013
DI,20132014,78,0072,000,MEAD PUBLIC SCHOOLS,46485,13.63,12,0.5000,22.62,,,,,,0.00,0.00,0.00,0.00,0.00,22.62,0.00,07/07/2014
DI,20142015,78,0072,000,MEAD PUBLIC SCHOOLS,47041,14.08,13,0.5200,23.50,,,,,,0.00,0.00,0.00,0.00,0.00,23.50,0.00,08/19/2015
DI,20152016,78,0072,000,MEAD PUBLIC SCHOOLS,48890,14.19,14,0.5385,23.51,,,,,,0.00,0.00,0.00,0.00,0.00,23.51,0.00,11/16/2016
